"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-14.7456658421314,8.76800723149808,-1.68175794713755,0.0926157863060731
"Nat.LndCov.Ext",1.26913218849411,1.1532444817038,1.10048841215272,0.271119375754113
"Littor.Habitat.Div",-0.388329200981517,2.41861635639013,-0.160558411819026,0.87244121239373
"Macroph_Cover",0.174440135895781,0.186814889791334,0.933759274170408,0.350428081635385
"Macroph_Invas.Prcnt",0.130802272905992,0.130604557485648,1.00151384778718,0.316578448703761
